DateTime,Dow/Gold
1973-07-31,8.04166666666667
1973-08-31,8.53432692307692
1973-09-30,9.44738154613466
1973-10-31,9.83629820051414
1973-11-30,8.20199501246883
1973-12-31,7.58004454342984
1974-01-31,6.42063789868668
1974-02-28,5.07687315634218
1974-03-31,4.89410404624277
1974-04-30,4.96587537091988
1974-05-31,5.12568690095847
1974-06-30,5.46787052810903
1974-07-31,4.91837662337662
1974-08-31,4.37088566827697
1974-09-30,4.12115254237288
1974-10-31,3.99951923076923
1974-11-30,3.39923076923077
1974-12-31,3.28661333333333
1975-01-31,3.99256737588653
1975-02-28,4.06629986244842
1975-03-31,4.32151898734177
1975-04-30,4.90645161290323
1975-05-31,4.96149031296572
1975-06-30,5.29512048192771
1975-07-31,4.99705528846154
1975-08-31,5.17238390092879
1975-09-30,5.74235081374322
1975-10-31,5.83012552301255
1975-11-30,6.22546112115732
1975-12-31,6.07778966131907
1976-01-31,7.619375
1976-02-29,7.35154950869237
1976-03-31,7.71776061776062
1976-04-30,7.77877487319547
1976-05-31,7.78626746506986
1976-06-30,8.1
1976-07-31,8.76014234875445
1976-08-31,9.44919941775837
1976-09-30,8.52876830318691
1976-10-31,7.88986099754702
1976-11-30,7.28070714834743
1976-12-31,7.46674098848012
1977-01-31,7.22460257380772
1977-02-28,6.58291739894552
1977-03-31,6.13571428571429
1977-04-30,6.32696245733788
1977-05-31,6.27555865921788
1977-06-30,6.40993354319692
1977-07-31,6.15965397923875
1977-08-31,5.90061643835616
1977-09-30,5.50428849902534
1977-10-31,5.08924129353234
1977-11-30,5.19211514392991
1977-12-31,5.0191425120773
1978-01-31,4.39452054794521
1978-02-28,4.07758241758242
1978-03-31,4.19009681881051
1978-04-30,4.92541176470588
1978-05-31,4.54629529475392
1978-06-30,4.47025109170306
1978-07-31,4.33519356460533
1978-08-31,4.2297153883261
1978-09-30,3.98169694182571
1978-10-31,3.25241124563924
1978-11-30,4.12509034589572
1978-12-31,3.58579064587973
1979-01-31,3.60102982192662
1979-02-28,3.22367477082503
1979-03-31,3.59766325891926
1979-04-30,3.51160402546724
1979-05-31,2.96709363160743
1979-06-30,3.04568638090071
1979-07-31,2.86582021330625
1979-08-31,2.79348544453186
1979-09-30,2.21304785894207
1979-10-31,2.14799210006583
1979-11-30,1.97111697027804
1979-12-31,1.60064885496183
1980-01-31,1.31115269461078
1980-02-29,1.34865625
1980-03-31,1.56135121708892
1980-04-30,1.57353875782378
1980-05-31,1.60114791117802
1980-06-30,1.3100679245283
1980-07-31,1.51346278317152
1980-08-31,1.47154240631164
1980-09-30,1.39167164179104
1980-10-31,1.45360062893082
1980-11-30,1.59829444891392
1980-12-31,1.63526717557252
1981-01-31,1.86654187192118
1981-02-28,1.98792452830189
1981-03-31,1.95210500729217
1981-04-30,2.07432432432432
1981-05-31,2.07154046997389
1981-06-30,2.31762752075919
1981-07-31,2.35000616903146
1981-08-31,2.07160987074031
1981-09-30,1.99291910902696
1981-10-31,1.98729603729604
1981-11-30,2.13954271961492
1981-12-31,2.1875
1982-01-31,2.24365743721829
1982-02-28,2.26948382656573
1982-03-31,2.56714508580343
1982-04-30,2.37802382620883
1982-05-31,2.51778801843318
1982-06-30,2.58576433121019
1982-07-31,2.36087591240876
1982-08-31,2.2004638671875
1982-09-30,2.27042431918936
1982-10-31,2.35004739336493
1982-11-30,2.42680677174548
1982-12-31,2.33602678571429
1983-01-31,2.13856858846919
1983-02-28,2.65067301965456
1983-03-31,2.72789378394689
1983-04-30,2.86161026837806
1983-05-31,2.73343963553531
1983-06-30,2.9321175764847
1983-07-31,2.84007104795737
1983-08-31,2.934041013269
1983-09-30,3.05230198019802
1983-10-31,3.19478487614081
1983-11-30,3.14484288354898
1983-12-31,3.2991874180865
1984-01-31,3.28201129335843
1984-02-29,2.9113212304589
1984-03-31,2.99842985842986
1984-04-30,3.11204146730463
1984-05-31,2.88134046159864
1984-06-30,3.01772151898734
1984-07-31,3.26487119437939
1984-08-31,3.52136899626114
1984-09-30,3.50634897573732
1984-10-31,3.6095067264574
1984-11-30,3.61819841752891
1984-12-31,3.92093851132686
1985-01-31,4.22030173827485
1985-02-28,4.42
1985-03-31,3.84105518496058
1985-04-30,3.87512705991067
1985-05-31,4.20057480440683
1985-06-30,4.21946287519747
1985-07-31,4.10682718683328
1985-08-31,3.97322412509307
1985-09-30,4.06931087289433
1985-10-31,4.21891020721412
1985-11-30,4.49642638973732
1985-12-31,4.72987767584098
1986-01-31,4.43782485875706
1986-02-28,5.05265336289727
1986-03-31,5.26370477568741
1986-04-30,5.17470630891951
1986-05-31,5.46588029707296
1986-06-30,5.47820549927641
1986-07-31,4.96243186582809
1986-08-31,4.9179792746114
1986-09-30,4.19653371320038
1986-10-31,4.67698630136986
1986-11-30,4.90828205128205
1986-12-31,4.85021744691737
1987-01-31,5.29840412472379
1987-02-28,5.48118299445471
1987-03-31,5.50045346062053
1987-04-30,5.03049504950495
1987-05-31,5.07265080243498
1987-06-30,5.4093715052561
1987-07-31,5.54026925148088
1987-08-31,5.84108357095854
1987-09-30,5.65453555482958
1987-10-31,4.25967948717949
1987-11-30,3.71239117230209
1987-12-31,3.98526207605344
1988-01-31,4.20896292315959
1988-02-29,4.88877876106195
1988-03-31,4.3407423580786
1988-04-30,4.51879933296276
1988-05-31,4.47383259911894
1988-06-30,4.90262103696921
1988-07-31,4.91964409521609
1988-08-31,4.76521637152574
1988-09-30,5.3336110059321
1988-10-31,5.21137521222411
1988-11-30,5.01901258010919
1988-12-31,5.28726075825917
1989-01-31,5.93217677599088
1989-02-28,5.83940530058177
1989-03-31,5.99952916557677
1989-04-30,6.34356150013113
1989-05-31,6.82297111416781
1989-06-30,6.57432304997979
1989-07-31,7.20850717962612
1989-08-31,7.61198553948832
1989-09-30,7.29761517615176
1989-10-31,7.03385188139875
1989-11-30,6.65258112094395
1989-12-31,6.86583541147132
1990-01-31,6.20414321638127
1990-02-28,6.42202395502322
1990-03-31,7.27353573347663
1990-04-30,7.15047772843494
1990-05-31,7.90943084960132
1990-06-30,8.17448921679909
1990-07-31,7.82861762328213
1990-08-31,6.73630507601134
1990-09-30,6.03910366904703
1990-10-31,6.43989452867502
1990-11-30,6.65189708939709
1990-12-31,6.73570332480818
1991-01-31,7.4036525974026
1991-02-28,7.93988980716253
1991-03-31,8.23124293785311
1991-04-30,8.17051916819918
1991-05-31,8.37366892545982
1991-06-30,7.92245843554102
1991-07-31,8.31908690869087
1991-08-31,8.77118155619596
1991-09-30,8.60704707560628
1991-10-31,8.58729714605484
1991-11-30,7.89063649993185
1991-12-31,8.96669496321449
1992-01-31,9.10176478893124
1992-02-29,9.25554454043337
1992-03-31,9.47428989751098
1992-04-30,9.98994795539034
1992-05-31,10.0633387646275
1992-06-30,9.66371578334304
1992-07-31,9.48115658611538
1992-08-31,9.56637298091043
1992-09-30,9.37438395415473
1992-10-31,9.52266824085006
1992-11-30,9.9045849565478
1992-12-31,9.91622108741364
1993-01-31,10.007649281935
1993-02-28,10.2534144486692
1993-03-31,10.1962303354111
1993-04-30,9.69741123214033
1993-05-31,9.25834645669291
1993-06-30,9.27725593667546
1993-07-31,8.76757493188011
1993-08-31,9.85226659471128
1993-09-30,10.0811569544875
1993-10-31,9.97179626117583
1993-11-30,9.9351402373247
1993-12-31,9.60985536925637
1994-01-31,10.5191961924907
1994-02-28,10.0643992120814
1994-03-31,9.33015139851168
1994-04-30,9.78002390755744
1994-05-31,9.73040776699029
