Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1988-04-27,403.34,403.34,403.34,403.34
1988-04-28,417.17,417.17,417.17,417.17
1988-04-29,413.91,413.91,413.91,413.91
1988-05-03,412.54,412.54,412.54,412.54
1988-05-04,417.2,417.2,417.2,417.2
1988-05-06,418.93,418.93,418.93,418.93
1988-05-09,416.81,416.81,416.81,416.81
1988-05-10,414.07,414.07,414.07,414.07
1988-05-11,416.93,416.93,416.93,416.93
1988-05-12,416.13,416.13,416.13,416.13
1988-05-13,418.99,418.99,418.99,418.99
1988-05-16,425.51,425.51,425.51,425.51
1988-05-17,425.01,425.01,425.01,425.01
1988-05-18,425.65,425.65,425.65,425.65
1988-05-19,426.85,426.85,426.85,426.85
1988-05-20,424.7,424.7,424.7,424.7
1988-05-23,419.77,419.77,419.77,419.77
1988-05-24,420.61,420.61,420.61,420.61
1988-05-25,422.87,422.87,422.87,422.87
1988-05-26,422.46,422.46,422.46,422.46
1988-05-27,425.22,425.22,425.22,425.22
1988-05-31,424.93,424.93,424.93,424.93
1988-06-01,428.66,428.66,428.66,428.66
1988-06-02,432.03,432.03,432.03,432.03
1988-06-03,432.18,432.18,432.18,432.18
1988-06-06,437.95,437.95,437.95,437.95
1988-06-07,438.15,438.15,438.15,438.15
1988-06-08,440,440,440,440
1988-06-09,443.94,443.94,443.94,443.94
1988-06-10,445.05,445.05,445.05,445.05
1988-06-13,444.52,444.52,444.52,444.52
1988-06-14,454.54,454.54,454.54,454.54
1988-06-15,461.86,461.86,461.86,461.86
1988-06-16,460.94,460.94,460.94,460.94
1988-06-17,460.18,460.18,460.18,460.18
1988-06-20,459.29,459.29,459.29,459.29
1988-06-21,456.16,456.16,456.16,456.16
1988-06-22,457.1,457.1,457.1,457.1
1988-06-23,458.46,458.46,458.46,458.46
1988-06-24,454.05,454.05,454.05,454.05
1988-06-27,449.46,449.46,449.46,449.46
1988-06-28,447.6,447.6,447.6,447.6
1988-06-29,453.94,453.94,453.94,453.94
1988-06-30,452.7,452.7,452.7,452.7
1988-07-04,450.98,450.98,450.98,450.98
1988-07-06,454.98,454.98,454.98,454.98
1988-07-07,455.63,455.63,455.63,455.63
1988-07-08,456.96,456.96,456.96,456.96
1988-07-11,457.04,457.04,457.04,457.04
1988-07-12,462.86,462.86,462.86,462.86
1988-07-13,465,465,465,465
1988-07-14,469.39,469.39,469.39,469.39
1988-07-15,464.01,464.01,464.01,464.01
1988-07-18,463.51,463.51,463.51,463.51
1988-07-19,458.04,458.04,458.04,458.04
1988-07-20,451.4,451.4,451.4,451.4
1988-07-21,454.99,454.99,454.99,454.99
1988-07-22,457.5,457.5,457.5,457.5
1988-07-25,455.56,455.56,455.56,455.56
1988-07-26,458.07,458.07,458.07,458.07
1988-07-27,460.03,460.03,460.03,460.03
1988-07-28,457.01,457.01,457.01,457.01
1988-08-01,456.94,456.94,456.94,456.94
1988-08-03,465.31,465.31,465.31,465.31
1988-08-04,467.85,467.85,467.85,467.85
1988-08-05,470.7,470.7,470.7,470.7
1988-08-08,470.53,470.53,470.53,470.53
1988-08-09,470.99,470.99,470.99,470.99
1988-08-10,464.03,464.03,464.03,464.03
1988-08-11,460.04,460.04,460.04,460.04
1988-08-15,453.7,453.7,453.7,453.7
1988-08-16,443.07,443.07,443.07,443.07
1988-08-17,448.59,448.59,448.59,448.59
1988-08-18,446.33,446.33,446.33,446.33
1988-08-19,441.66,441.66,441.66,441.66
1988-08-22,432.52,432.52,432.52,432.52
1988-08-23,431.42,431.42,431.42,431.42
1988-08-24,433.18,433.18,433.18,433.18
1988-08-25,439.31,439.31,439.31,439.31
1988-08-26,437.93,437.93,437.93,437.93
1988-08-29,438.61,438.61,438.61,438.61
1988-08-30,435.62,435.62,435.62,435.62
1988-08-31,436.55,436.55,436.55,436.55
1988-09-01,433.37,433.37,433.37,433.37
1988-09-02,433.61,433.61,433.61,433.61
1988-09-05,438.96,438.96,438.96,438.96
1988-09-06,443.61,443.61,443.61,443.61
1988-09-07,444.76,444.76,444.76,444.76
1988-09-08,442.82,442.82,442.82,442.82
1988-09-09,442.77,442.77,442.77,442.77
1988-09-12,443.11,443.11,443.11,443.11
1988-09-13,439.21,439.21,439.21,439.21
1988-09-14,441.6,441.6,441.6,441.6
1988-09-15,440.29,440.29,440.29,440.29
1988-09-16,438.76,438.76,438.76,438.76
1988-09-19,437.54,437.54,437.54,437.54
1988-09-20,436.27,436.27,436.27,436.27
1988-09-21,438.11,438.11,438.11,438.11
1988-09-22,443.59,443.59,443.59,443.59
1988-09-23,443.98,443.98,443.98,443.98
1988-09-26,445.83,445.83,445.83,445.83
1988-09-27,444.16,444.16,444.16,444.16
1988-09-28,444.46,444.46,444.46,444.46
1988-09-29,443.31,443.31,443.31,443.31
1988-09-30,444.61,444.61,444.61,444.61
1988-10-03,445.03,445.03,445.03,445.03
1988-10-05,442.26,442.26,442.26,442.26
1988-10-06,443.67,443.67,443.67,443.67
1988-10-07,445.07,445.07,445.07,445.07
1988-10-10,446.8,446.8,446.8,446.8
1988-10-11,446.44,446.44,446.44,446.44
1988-10-12,445.21,445.21,445.21,445.21
1988-10-13,443.17,443.17,443.17,443.17
1988-10-17,441.88,441.88,441.88,441.88
1988-10-18,440.75,440.75,440.75,440.75
1988-10-19,441.12,441.12,441.12,441.12
1988-10-20,439.07,439.07,439.07,439.07
1988-10-21,437.56,437.56,437.56,437.56
1988-10-25,434.41,434.41,434.41,434.41
1988-10-26,429.26,429.26,429.26,429.26
1988-10-27,419.89,419.89,419.89,419.89
1988-10-28,425,425,425,425
1988-10-31,418.74,418.74,418.74,418.74
1988-11-01,409.82,409.82,409.82,409.82
1988-11-02,408.39,408.39,408.39,408.39
1988-11-03,406.65,406.65,406.65,406.65
1988-11-04,411.4,411.4,411.4,411.4
1988-11-07,412.31,412.31,412.31,412.31
1988-11-08,416.85,416.85,416.85,416.85
1988-11-09,420.68,420.68,420.68,420.68
1988-11-10,420.97,420.97,420.97,420.97
1988-11-11,418.61,418.61,418.61,418.61
1988-11-14,413.4,413.4,413.4,413.4
1988-11-16,415.53,415.53,415.53,415.53
1988-11-17,413.46,413.46,413.46,413.46
1988-11-18,415.15,415.15,415.15,415.15
1988-11-21,412.7,412.7,412.7,412.7
1988-11-22,409.4,409.4,409.4,409.4
1988-11-23,407.57,407.57,407.57,407.57
1988-11-24,407.61,407.61,407.61,407.61
1988-11-25,402.65,402.65,402.65,402.65
1988-11-28,390.82,390.82,390.82,390.82
1988-11-29,390.33,390.33,390.33,390.33
1988-11-30,392.86,392.86,392.86,392.86
1988-12-01,396.5,396.5,396.5,396.5
1988-12-02,397.15,397.15,397.15,397.15
1988-12-07,394.89,394.89,394.89,394.89
1988-12-08,390.5,390.5,390.5,390.5
1988-12-09,387.82,387.82,387.82,387.82
1988-12-13,388.96,388.96,388.96,388.96
1988-12-14,388.1,388.1,388.1,388.1
1988-12-15,384.17,384.17,384.17,384.17
1988-12-16,381.21,381.21,381.21,381.21
1988-12-19,373.46,373.46,373.46,373.46
1988-12-20,369.19,369.19,369.19,369.19
1988-12-21,362.16,362.16,362.16,362.16
1988-12-22,364.22,364.22,364.22,364.22
1988-12-23,373.99,373.99,373.99,373.99
1988-12-26,381.71,381.71,381.71,381.71
1988-12-27,385.43,385.43,385.43,385.43
1988-12-28,384,384,384,384
1988-12-30,386.73,386.73,386.73,386.73
1989-01-03,391.23,391.23,391.23,391.23
1989-01-04,395.53,395.53,395.53,395.53
1989-01-05,401.54,401.54,401.54,401.54
1989-01-06,406.03,406.03,406.03,406.03
1989-01-09,416.39,416.39,416.39,416.39
1989-01-10,423.14,423.14,423.14,423.14
1989-01-11,419.76,419.76,419.76,419.76
1989-01-12,416.71,416.71,416.71,416.71
1989-01-13,419.19,419.19,419.19,419.19
1989-01-16,424.46,424.46,424.46,424.46
1989-01-17,429.61,429.61,429.61,429.61
1989-01-18,427.56,427.56,427.56,427.56
1989-01-19,426.75,426.75,426.75,426.75
1989-01-20,435.09,435.09,435.09,435.09
1989-01-23,434.27,434.27,434.27,434.27
1989-01-24,433.13,433.13,433.13,433.13
1989-01-25,434.13,434.13,434.13,434.13
1989-01-26,433.04,433.04,433.04,433.04
1989-01-27,431.26,431.26,431.26,431.26
1989-01-30,433.23,433.23,433.23,433.23
1989-01-31,433.68,433.68,433.68,433.68
1989-02-01,438.72,438.72,438.72,438.72
1989-02-02,441.35,441.35,441.35,441.35
1989-02-03,445.36,445.36,445.36,445.36
1989-02-06,447.41,447.41,447.41,447.41
1989-02-07,446,446,446,446
1989-02-08,443.3,443.3,443.3,443.3
1989-02-09,443.29,443.29,443.29,443.29
1989-02-10,444.31,444.31,444.31,444.31
1989-02-13,435.78,435.78,435.78,435.78
1989-02-14,432.24,432.24,432.24,432.24
1989-02-15,437.88,437.88,437.88,437.88
1989-02-16,438.73,438.73,438.73,438.73
1989-02-17,438.99,438.99,438.99,438.99
1989-02-21,443.28,443.28,443.28,443.28
1989-02-22,443.95,443.95,443.95,443.95
1989-02-23,441.33,441.33,441.33,441.33
1989-02-24,438.45,438.45,438.45,438.45
1989-02-27,434.07,434.07,434.07,434.07
1989-02-28,435.78,435.78,435.78,435.78
1989-03-01,433.26,433.26,433.26,433.26
1989-03-02,429.48,429.48,429.48,429.48
1989-03-03,431.07,431.07,431.07,431.07
1989-03-06,429.18,429.18,429.18,429.18
1989-03-07,433.83,433.83,433.83,433.83
1989-03-08,431.9,431.9,431.9,431.9
1989-03-09,433.26,433.26,433.26,433.26
1989-03-10,434.87,434.87,434.87,434.87
1989-03-13,437.01,437.01,437.01,437.01
1989-03-14,438.83,438.83,438.83,438.83
1989-03-15,438.79,438.79,438.79,438.79
1989-03-16,440.02,440.02,440.02,440.02
1989-03-17,440.93,440.93,440.93,440.93
1989-03-20,434.3,434.3,434.3,434.3
1989-03-22,435.6,435.6,435.6,435.6
1989-03-23,434.63,434.63,434.63,434.63
1989-03-24,435.42,435.42,435.42,435.42
1989-03-27,435.01,435.01,435.01,435.01
1989-03-28,437.5,437.5,437.5,437.5
