Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
1994-01-03,113.94,113.94,113.94,113.94
1994-01-04,114.17,114.17,114.17,114.17
1994-01-05,116.27,116.27,116.27,116.27
1994-01-06,116.51,116.51,116.51,116.51
1994-01-07,116.3,116.3,116.3,116.3
1994-01-10,114.86,114.86,114.86,114.86
1994-01-11,115.73,115.73,115.73,115.73
1994-01-12,114.94,114.94,114.94,114.94
1994-01-13,115.76,115.76,115.76,115.76
1994-01-14,117.19,117.19,117.19,117.19
1994-01-17,117.5,117.5,117.5,117.5
1994-01-18,116.85,116.85,116.85,116.85
1994-01-19,116.54,116.54,116.54,116.54
1994-01-20,116.03,116.03,116.03,116.03
1994-01-21,116.21,116.21,116.21,116.21
1994-01-24,117.37,117.37,117.37,117.37
1994-01-25,117.32,117.32,117.32,117.32
1994-01-26,118.67,118.67,118.67,118.67
1994-01-27,118.64,118.64,118.64,118.64
1994-01-28,118.72,118.72,118.72,118.72
1994-01-31,118.52,118.52,118.52,118.52
1994-02-01,120.8,120.8,120.8,120.8
1994-02-02,121.32,121.32,121.32,121.32
1994-02-03,120.97,120.97,120.97,120.97
1994-02-04,120.22,120.22,120.22,120.22
1994-02-07,119.2,119.2,119.2,119.2
1994-02-08,119.53,119.53,119.53,119.53
1994-02-09,118.33,118.33,118.33,118.33
1994-02-10,118.14,118.14,118.14,118.14
1994-02-11,118.32,118.32,118.32,118.32
1994-02-14,116.99,116.99,116.99,116.99
1994-02-15,116.82,116.82,116.82,116.82
1994-02-16,116.75,116.75,116.75,116.75
1994-02-17,117.3,117.3,117.3,117.3
1994-02-18,117.51,117.51,117.51,117.51
1994-02-22,118.05,118.05,118.05,118.05
1994-02-23,117.96,117.96,117.96,117.96
1994-02-24,119.06,119.06,119.06,119.06
1994-02-25,118.56,118.56,118.56,118.56
1994-02-28,118.03,118.03,118.03,118.03
1994-03-01,118.28,118.28,118.28,118.28
1994-03-02,118.04,118.04,118.04,118.04
1994-03-03,117.66,117.66,117.66,117.66
1994-03-04,118.11,118.11,118.11,118.11
1994-03-07,116.93,116.93,116.93,116.93
1994-03-08,116.72,116.72,116.72,116.72
1994-03-09,116.97,116.97,116.97,116.97
1994-03-10,117.13,117.13,117.13,117.13
1994-03-11,118.03,118.03,118.03,118.03
1994-03-14,118.65,118.65,118.65,118.65
1994-03-15,119.48,119.48,119.48,119.48
1994-03-16,120.49,120.49,120.49,120.49
1994-03-17,119.61,119.61,119.61,119.61
1994-03-18,119.88,119.88,119.88,119.88
1994-03-21,120.2,120.2,120.2,120.2
1994-03-22,120.46,120.46,120.46,120.46
1994-03-23,120.08,120.08,120.08,120.08
1994-03-24,120.21,120.21,120.21,120.21
1994-03-25,120.25,120.25,120.25,120.25
1994-03-28,117.07,117.07,117.07,117.07
1994-03-29,117.29,117.29,117.29,117.29
1994-03-30,117.26,117.26,117.26,117.26
1994-03-31,118.45,118.45,118.45,118.45
1994-04-04,120.3,120.3,120.3,120.3
1994-04-05,119.31,119.31,119.31,119.31
1994-04-06,119.89,119.89,119.89,119.89
1994-04-07,119.27,119.27,119.27,119.27
1994-04-08,119.12,119.12,119.12,119.12
1994-04-11,119.37,119.37,119.37,119.37
1994-04-12,119.14,119.14,119.14,119.14
1994-04-13,119.62,119.62,119.62,119.62
1994-04-14,120.31,120.31,120.31,120.31
1994-04-15,120.87,120.87,120.87,120.87
1994-04-18,120.76,120.76,120.76,120.76
1994-04-19,119.4,119.4,119.4,119.4
1994-04-20,119.72,119.72,119.72,119.72
1994-04-21,120.87,120.87,120.87,120.87
1994-04-22,122.13,122.13,122.13,122.13
1994-04-25,122.5,122.5,122.5,122.5
1994-04-26,121.33,121.33,121.33,121.33
1994-04-27,121.39,121.39,121.39,121.39
1994-04-28,121.35,121.35,121.35,121.35
1994-04-29,122.47,122.47,122.47,122.47
1994-05-02,122.83,122.83,122.83,122.83
1994-05-03,122.36,122.36,122.36,122.36
1994-05-04,122.38,122.38,122.38,122.38
1994-05-05,123.28,123.28,123.28,123.28
1994-05-06,124.91,124.91,124.91,124.91
1994-05-09,125.21,125.21,125.21,125.21
1994-05-10,124.67,124.67,124.67,124.67
1994-05-11,125.37,125.37,125.37,125.37
1994-05-12,126.28,126.28,126.28,126.28
1994-05-13,126.87,126.87,126.87,126.87
1994-05-16,127.63,127.63,127.63,127.63
1994-05-17,126.9,126.9,126.9,126.9
1994-05-18,128.31,128.31,128.31,128.31
1994-05-19,129.29,129.29,129.29,129.29
1994-05-20,129.62,129.62,129.62,129.62
1994-05-23,131.64,131.64,131.64,131.64
1994-05-24,129.61,129.61,129.61,129.61
1994-05-25,127.92,127.92,127.92,127.92
1994-05-26,127.07,127.07,127.07,127.07
1994-05-27,128.15,128.15,128.15,128.15
1994-05-31,130.67,130.67,130.67,130.67
1994-06-01,129.51,129.51,129.51,129.51
1994-06-02,130.01,130.01,130.01,130.01
1994-06-03,129.11,129.11,129.11,129.11
1994-06-06,127.74,127.74,127.74,127.74
1994-06-07,127.78,127.78,127.78,127.78
1994-06-08,129.8,129.8,129.8,129.8
1994-06-09,130.25,130.25,130.25,130.25
1994-06-10,130.57,130.57,130.57,130.57
1994-06-13,132.37,132.37,132.37,132.37
1994-06-14,132.6,132.6,132.6,132.6
1994-06-15,135.32,135.32,135.32,135.32
1994-06-16,134.91,134.91,134.91,134.91
1994-06-17,137.2,137.2,137.2,137.2
1994-06-20,135.37,135.37,135.37,135.37
1994-06-21,134.32,134.32,134.32,134.32
1994-06-22,132.8,132.8,132.8,132.8
1994-06-23,133.08,133.08,133.08,133.08
1994-06-24,132.96,132.96,132.96,132.96
1994-06-27,132.56,132.56,132.56,132.56
1994-06-28,134.34,134.34,134.34,134.34
1994-06-29,133.65,133.65,133.65,133.65
1994-06-30,135.2,135.2,135.2,135.2
1994-07-01,136.04,136.04,136.04,136.04
1994-07-05,134.4,134.4,134.4,134.4
1994-07-06,133.56,133.56,133.56,133.56
1994-07-07,133.05,133.05,133.05,133.05
1994-07-08,134.35,134.35,134.35,134.35
1994-07-11,138.04,138.04,138.04,138.04
1994-07-12,138.77,138.77,138.77,138.77
1994-07-13,138.57,138.57,138.57,138.57
1994-07-14,138.55,138.55,138.55,138.55
1994-07-15,138.85,138.85,138.85,138.85
1994-07-18,138.22,138.22,138.22,138.22
1994-07-19,138.28,138.28,138.28,138.28
1994-07-20,137.22,137.22,137.22,137.22
1994-07-21,137.4,137.4,137.4,137.4
1994-07-22,137.64,137.64,137.64,137.64
1994-07-25,136.79,136.79,136.79,136.79
1994-07-26,136.16,136.16,136.16,136.16
1994-07-27,136.54,136.54,136.54,136.54
1994-07-28,136.89,136.89,136.89,136.89
1994-07-29,138.67,138.67,138.67,138.67
1994-08-01,139.19,139.19,139.19,139.19
1994-08-02,137.92,137.92,137.92,137.92
1994-08-03,136.93,136.93,136.93,136.93
1994-08-04,137.07,137.07,137.07,137.07
1994-08-05,134.96,134.96,134.96,134.96
1994-08-08,134.39,134.39,134.39,134.39
1994-08-09,134.66,134.66,134.66,134.66
1994-08-10,134.46,134.46,134.46,134.46
1994-08-11,134.24,134.24,134.24,134.24
1994-08-12,132.51,132.51,132.51,132.51
1994-08-15,132.69,132.69,132.69,132.69
1994-08-16,132.2,132.2,132.2,132.2
1994-08-17,132.98,132.98,132.98,132.98
1994-08-18,132.29,132.29,132.29,132.29
1994-08-19,131.25,131.25,131.25,131.25
1994-08-22,129.27,129.27,129.27,129.27
1994-08-23,130.02,130.02,130.02,130.02
1994-08-24,131.17,131.17,131.17,131.17
1994-08-25,130.79,130.79,130.79,130.79
1994-08-26,130.67,130.67,130.67,130.67
1994-08-29,132.21,132.21,132.21,132.21
1994-08-30,131.5,131.5,131.5,131.5
1994-08-31,131.93,131.93,131.93,131.93
1994-09-01,131.93,131.93,131.93,131.93
1994-09-02,131.76,131.76,131.76,131.76
1994-09-06,132.43,132.43,132.43,132.43
1994-09-07,133.36,133.36,133.36,133.36
1994-09-08,133.03,133.03,133.03,133.03
1994-09-09,132.92,132.92,132.92,132.92
1994-09-12,133.23,133.23,133.23,133.23
1994-09-13,132.23,132.23,132.23,132.23
1994-09-14,130.72,130.72,130.72,130.72
1994-09-15,129.87,129.87,129.87,129.87
1994-09-16,130.58,130.58,130.58,130.58
1994-09-19,131.44,131.44,131.44,131.44
1994-09-20,131.68,131.68,131.68,131.68
1994-09-21,131.19,131.19,131.19,131.19
1994-09-22,132.14,132.14,132.14,132.14
1994-09-23,132.61,132.61,132.61,132.61
1994-09-26,131.55,131.55,131.55,131.55
1994-09-27,130.93,130.93,130.93,130.93
1994-09-28,130.85,130.85,130.85,130.85
1994-09-29,131.59,131.59,131.59,131.59
1994-09-30,131.65,131.65,131.65,131.65
1994-10-03,131.5,131.5,131.5,131.5
1994-10-04,131.28,131.28,131.28,131.28
1994-10-05,130.95,130.95,130.95,130.95
1994-10-06,131.25,131.25,131.25,131.25
1994-10-07,130.59,130.59,130.59,130.59
1994-10-10,129.44,129.44,129.44,129.44
1994-10-11,129.05,129.05,129.05,129.05
1994-10-12,128.58,128.58,128.58,128.58
1994-10-13,128.19,128.19,128.19,128.19
1994-10-14,128.47,128.47,128.47,128.47
1994-10-17,129.57,129.57,129.57,129.57
1994-10-18,129.49,129.49,129.49,129.49
1994-10-19,130.3,130.3,130.3,130.3
1994-10-20,131.62,131.62,131.62,131.62
1994-10-21,130.34,130.34,130.34,130.34
1994-10-24,131.34,131.34,131.34,131.34
1994-10-25,131.62,131.62,131.62,131.62
1994-10-26,133.23,133.23,133.23,133.23
1994-10-27,133.91,133.91,133.91,133.91
1994-10-28,133.57,133.57,133.57,133.57
1994-10-31,132.87,132.87,132.87,132.87
1994-11-01,134.25,134.25,134.25,134.25
1994-11-02,134.64,134.64,134.64,134.64
1994-11-03,134.38,134.38,134.38,134.38
1994-11-04,134.33,134.33,134.33,134.33
1994-11-07,133.04,133.04,133.04,133.04
1994-11-08,134.03,134.03,134.03,134.03
1994-11-09,133.06,133.06,133.06,133.06
1994-11-10,133.22,133.22,133.22,133.22
1994-11-11,133.2,133.2,133.2,133.2
1994-11-14,131.93,131.93,131.93,131.93
1994-11-15,132.38,132.38,132.38,132.38
1994-11-16,131.64,131.64,131.64,131.64
1994-11-17,132.21,132.21,132.21,132.21
1994-11-18,132.17,132.17,132.17,132.17
1994-11-21,131.82,131.82,131.82,131.82
1994-11-22,132.77,132.77,132.77,132.77
1994-11-23,133.12,133.12,133.12,133.12
1994-11-25,132.88,132.88,132.88,132.88
1994-11-28,132.99,132.99,132.99,132.99
1994-11-29,132.12,132.12,132.12,132.12
1994-11-30,131.85,131.85,131.85,131.85
1994-12-01,131.38,131.38,131.38,131.38
1994-12-02,129.5,129.5,129.5,129.5
1994-12-05,129.14,129.14,129.14,129.14
1994-12-06,129.43,129.43,129.43,129.43
1994-12-07,130.04,130.04,130.04,130.04
1994-12-08,131.51,131.51,131.51,131.51
1994-12-09,131.33,131.33,131.33,131.33
1994-12-12,130.86,130.86,130.86,130.86
1994-12-13,129.89,129.89,129.89,129.89
1994-12-14,130.15,130.15,130.15,130.15
1994-12-15,130.57,130.57,130.57,130.57
1994-12-16,130.75,130.75,130.75,130.75
1994-12-19,130.04,130.04,130.04,130.04
1994-12-20,130.62,130.62,130.62,130.62
1994-12-21,131.29,131.29,131.29,131.29
1994-12-22,131.74,131.74,131.74,131.74
1994-12-23,132.4,132.4,132.4,132.4
1994-12-27,133.99,133.99,133.99,133.99
1994-12-28,134.77,134.77,134.77,134.77
1994-12-29,134.51,134.51,134.51,134.51
1994-12-30,134.78,134.78,134.78,134.78
1995-01-03,133.43,133.43,133.43,133.43
1995-01-04,133.46,133.46,133.46,133.46
1995-01-05,134.18,134.18,134.18,134.18
1995-01-06,133.93,133.93,133.93,133.93
1995-01-09,132.91,132.91,132.91,132.91
1995-01-10,132.83,132.83,132.83,132.83
1995-01-11,133.38,133.38,133.38,133.38
1995-01-12,133.64,133.64,133.64,133.64
1995-01-13,132.2,132.2,132.2,132.2
1995-01-16,132.96,132.96,132.96,132.96
1995-01-17,135.16,135.16,135.16,135.16
1995-01-18,135.97,135.97,135.97,135.97
1995-01-19,135.92,135.92,135.92,135.92
1995-01-20,136.42,136.42,136.42,136.42
1995-01-23,134.91,134.91,134.91,134.91
1995-01-24,135.48,135.48,135.48,135.48
1995-01-25,134.81,134.81,134.81,134.81
1995-01-26,134.89,134.89,134.89,134.89
1995-01-27,133.74,133.74,133.74,133.74
1995-01-30,133.51,133.51,133.51,133.51
1995-01-31,133.69,133.69,133.69,133.69
1995-02-01,133.71,133.71,133.71,133.71
1995-02-02,134.5,134.5,134.5,134.5
1995-02-03,134.74,134.74,134.74,134.74
1995-02-06,134.41,134.41,134.41,134.41
1995-02-07,133,133,133,133
1995-02-08,132.41,132.41,132.41,132.41
1995-02-09,133.36,133.36,133.36,133.36
1995-02-10,134.21,134.21,134.21,134.21
1995-02-13,133.36,133.36,133.36,133.36
1995-02-14,134.07,134.07,134.07,134.07
1995-02-15,133.92,133.92,133.92,133.92
1995-02-16,134.51,134.51,134.51,134.51
1995-02-17,135.51,135.51,135.51,135.51
1995-02-21,135.68,135.68,135.68,135.68
1995-02-22,135.66,135.66,135.66,135.66
1995-02-23,135.41,135.41,135.41,135.41
1995-02-24,136.15,136.15,136.15,136.15
1995-02-27,135.93,135.93,135.93,135.93
1995-02-28,135.36,135.36,135.36,135.36
1995-03-01,135.34,135.34,135.34,135.34
1995-03-02,135.08,135.08,135.08,135.08
1995-03-03,135.91,135.91,135.91,135.91
1995-03-06,135.85,135.85,135.85,135.85
1995-03-07,136.25,136.25,136.25,136.25
1995-03-08,135.71,135.71,135.71,135.71
1995-03-09,135.32,135.32,135.32,135.32
1995-03-10,135.29,135.29,135.29,135.29
1995-03-13,135.99,135.99,135.99,135.99
1995-03-14,135.14,135.14,135.14,135.14
1995-03-15,135.5,135.5,135.5,135.5
1995-03-16,135.53,135.53,135.53,135.53
1995-03-17,135.59,135.59,135.59,135.59
1995-03-20,135.82,135.82,135.82,135.82
1995-03-21,135.44,135.44,135.44,135.44
1995-03-22,137.61,137.61,137.61,137.61
1995-03-23,137.27,137.27,137.27,137.27
1995-03-24,136.59,136.59,136.59,136.59
1995-03-27,137.32,137.32,137.32,137.32
1995-03-28,137.11,137.11,137.11,137.11
1995-03-29,136.91,136.91,136.91,136.91
1995-03-30,137.31,137.31,137.31,137.31
1995-03-31,137.57,137.57,137.57,137.57
1995-04-03,137.68,137.68,137.68,137.68
1995-04-04,138.46,138.46,138.46,138.46
1995-04-05,139.39,139.39,139.39,139.39
1995-04-06,139.84,139.84,139.84,139.84
1995-04-07,139.94,139.94,139.94,139.94
1995-04-10,139.56,139.56,139.56,139.56
1995-04-11,140.16,140.16,140.16,140.16
1995-04-12,139.49,139.49,139.49,139.49
1995-04-13,137.64,137.64,137.64,137.64
1995-04-17,138.99,138.99,138.99,138.99
1995-04-18,140.18,140.18,140.18,140.18
1995-04-19,140.35,140.35,140.35,140.35
1995-04-20,140.9,140.9,140.9,140.9
1995-04-21,141.76,141.76,141.76,141.76
1995-04-24,141.17,141.17,141.17,141.17
1995-04-25,140.69,140.69,140.69,140.69
1995-04-26,139.72,139.72,139.72,139.72
1995-04-27,140.9,140.9,140.9,140.9
1995-04-28,140.59,140.59,140.59,140.59
1995-05-01,141.1,141.1,141.1,141.1
1995-05-02,139.94,139.94,139.94,139.94
1995-05-03,139.61,139.61,139.61,139.61
1995-05-04,139.95,139.95,139.95,139.95
1995-05-05,139.38,139.38,139.38,139.38
1995-05-08,139.05,139.05,139.05,139.05
1995-05-09,137.52,137.52,137.52,137.52
1995-05-10,137.97,137.97,137.97,137.97
1995-05-11,137.01,137.01,137.01,137.01
1995-05-12,137.6,137.6,137.6,137.6
1995-05-15,138.68,138.68,138.68,138.68
1995-05-16,139.47,139.47,139.47,139.47
1995-05-17,139.2,139.2,139.2,139.2
1995-05-18,139.94,139.94,139.94,139.94
1995-05-19,140.14,140.14,140.14,140.14
1995-05-22,140.49,140.49,140.49,140.49
1995-05-23,141.01,141.01,141.01,141.01
1995-05-24,140.31,140.31,140.31,140.31
1995-05-25,139.96,139.96,139.96,139.96
1995-05-26,138.92,138.92,138.92,138.92
1995-05-30,138.27,138.27,138.27,138.27
1995-05-31,138.55,138.55,138.55,138.55
1995-06-01,139.53,139.53,139.53,139.53
1995-06-02,139.49,139.49,139.49,139.49
1995-06-05,139.56,139.56,139.56,139.56
1995-06-06,138.9,138.9,138.9,138.9
1995-06-07,139.02,139.02,139.02,139.02
1995-06-08,138.89,138.89,138.89,138.89
1995-06-09,138.69,138.69,138.69,138.69
1995-06-12,138.53,138.53,138.53,138.53
1995-06-13,138.15,138.15,138.15,138.15
1995-06-14,138.91,138.91,138.91,138.91
1995-06-15,139.19,139.19,139.19,139.19
1995-06-16,138.5,138.5,138.5,138.5
1995-06-19,137.45,137.45,137.45,137.45
1995-06-20,137.63,137.63,137.63,137.63
1995-06-21,136.93,136.93,136.93,136.93
1995-06-22,137.01,137.01,137.01,137.01
1995-06-23,136.68,136.68,136.68,136.68
1995-06-26,135.84,135.84,135.84,135.84
1995-06-27,135.68,135.68,135.68,135.68
1995-06-28,136.06,136.06,136.06,136.06
1995-06-29,135.2,135.2,135.2,135.2
1995-06-30,134.27,134.27,134.27,134.27
1995-07-03,134.51,134.51,134.51,134.51
1995-07-05,133.3,133.3,133.3,133.3
1995-07-06,133.61,133.61,133.61,133.61
1995-07-07,132.93,132.93,132.93,132.93
1995-07-10,134.23,134.23,134.23,134.23
1995-07-11,134.21,134.21,134.21,134.21
1995-07-12,134.5,134.5,134.5,134.5
1995-07-13,133.54,133.54,133.54,133.54
1995-07-14,134.45,134.45,134.45,134.45
1995-07-17,134.48,134.48,134.48,134.48
1995-07-18,134.95,134.95,134.95,134.95
1995-07-19,133.93,133.93,133.93,133.93
1995-07-20,133.2,133.2,133.2,133.2
1995-07-21,133.94,133.94,133.94,133.94
1995-07-24,134.02,134.02,134.02,134.02
1995-07-25,134.21,134.21,134.21,134.21
1995-07-26,136.16,136.16,136.16,136.16
1995-07-27,135.83,135.83,135.83,135.83
1995-07-28,135.73,135.73,135.73,135.73
1995-07-31,135.98,135.98,135.98,135.98
1995-08-01,135.29,135.29,135.29,135.29
1995-08-02,135.71,135.71,135.71,135.71
1995-08-03,135.87,135.87,135.87,135.87
1995-08-04,135.75,135.75,135.75,135.75
1995-08-07,135.9,135.9,135.9,135.9
1995-08-08,135.88,135.88,135.88,135.88
1995-08-09,136.24,136.24,136.24,136.24
1995-08-10,136.4,136.4,136.4,136.4
1995-08-11,136.52,136.52,136.52,136.52
1995-08-14,136.29,136.29,136.29,136.29
1995-08-15,136.47,136.47,136.47,136.47
1995-08-16,136.47,136.47,136.47,136.47
1995-08-17,137.12,137.12,137.12,137.12
1995-08-18,138.07,138.07,138.07,138.07
1995-08-21,139.79,139.79,139.79,139.79
1995-08-22,139.97,139.97,139.97,139.97
1995-08-23,140.31,140.31,140.31,140.31
1995-08-24,139.65,139.65,139.65,139.65
1995-08-25,139.68,139.68,139.68,139.68
1995-08-28,139.38,139.38,139.38,139.38
1995-08-29,139.09,139.09,139.09,139.09
1995-08-30,138.39,138.39,138.39,138.39
1995-08-31,139.45,139.45,139.45,139.45
1995-09-01,140.44,140.44,140.44,140.44
1995-09-05,141.08,141.08,141.08,141.08
1995-09-06,139.85,139.85,139.85,139.85
1995-09-07,139.22,139.22,139.22,139.22
1995-09-08,139.54,139.54,139.54,139.54
1995-09-11,139.42,139.42,139.42,139.42
1995-09-12,139.79,139.79,139.79,139.79
1995-09-13,139.55,139.55,139.55,139.55
1995-09-14,140.24,140.24,140.24,140.24
1995-09-15,140.74,140.74,140.74,140.74
1995-09-18,141.37,141.37,141.37,141.37
1995-09-19,140.7,140.7,140.7,140.7
1995-09-20,139.97,139.97,139.97,139.97
1995-09-21,140.03,140.03,140.03,140.03
1995-09-22,138.47,138.47,138.47,138.47
1995-09-25,138.3,138.3,138.3,138.3
1995-09-26,138.24,138.24,138.24,138.24
1995-09-27,138.15,138.15,138.15,138.15
1995-09-28,138.98,138.98,138.98,138.98
1995-09-29,138.43,138.43,138.43,138.43
1995-10-02,139.02,139.02,139.02,139.02
1995-10-03,138.5,138.5,138.5,138.5
1995-10-04,138.33,138.33,138.33,138.33
1995-10-05,136.86,136.86,136.86,136.86
1995-10-06,136.74,136.74,136.74,136.74
1995-10-09,137.52,137.52,137.52,137.52
1995-10-10,137.32,137.32,137.32,137.32
1995-10-11,137.79,137.79,137.79,137.79
1995-10-12,137.36,137.36,137.36,137.36
1995-10-13,138.33,138.33,138.33,138.33
1995-10-16,138.57,138.57,138.57,138.57
1995-10-17,137.66,137.66,137.66,137.66
1995-10-18,137.5,137.5,137.5,137.5
1995-10-19,137.73,137.73,137.73,137.73
1995-10-20,138.07,138.07,138.07,138.07
1995-10-23,138.34,138.34,138.34,138.34
1995-10-24,138.53,138.53,138.53,138.53
1995-10-25,138.52,138.52,138.52,138.52
1995-10-26,139.49,139.49,139.49,139.49
1995-10-27,139.17,139.17,139.17,139.17
1995-10-30,139.54,139.54,139.54,139.54
1995-10-31,139.85,139.85,139.85,139.85
1995-11-01,140.71,140.71,140.71,140.71
1995-11-02,141.95,141.95,141.95,141.95
1995-11-03,141.64,141.64,141.64,141.64
1995-11-06,141.28,141.28,141.28,141.28
1995-11-07,141.31,141.31,141.31,141.31
1995-11-08,141.56,141.56,141.56,141.56
1995-11-09,141.21,141.21,141.21,141.21
1995-11-10,141.62,141.62,141.62,141.62
1995-11-13,141.24,141.24,141.24,141.24
1995-11-14,140.85,140.85,140.85,140.85
1995-11-15,141.25,141.25,141.25,141.25
1995-11-16,142.04,142.04,142.04,142.04
1995-11-17,143.05,143.05,143.05,143.05
1995-11-20,142.8,142.8,142.8,142.8
1995-11-21,142.21,142.21,142.21,142.21
1995-11-22,142.58,142.58,142.58,142.58
1995-11-24,142.68,142.68,142.68,142.68
1995-11-27,143.28,143.28,143.28,143.28
1995-11-28,142.48,142.48,142.48,142.48
1995-11-29,142.54,142.54,142.54,142.54
1995-11-30,142.1,142.1,142.1,142.1
1995-12-01,143.19,143.19,143.19,143.19
1995-12-04,144.02,144.02,144.02,144.02
1995-12-05,144.71,144.71,144.71,144.71
1995-12-06,144.48,144.48,144.48,144.48
1995-12-07,144.92,144.92,144.92,144.92
1995-12-08,145.96,145.96,145.96,145.96
1995-12-11,145.78,145.78,145.78,145.78
1995-12-12,145.61,145.61,145.61,145.61
1995-12-13,146.87,146.87,146.87,146.87
1995-12-14,147.74,147.74,147.74,147.74
1995-12-15,147.91,147.91,147.91,147.91
1995-12-18,148.18,148.18,148.18,148.18
1995-12-19,148.25,148.25,148.25,148.25
1995-12-20,148.61,148.61,148.61,148.61
1995-12-21,149.16,149.16,149.16,149.16
1995-12-22,148.29,148.29,148.29,148.29
1995-12-26,149.12,149.12,149.12,149.12
1995-12-27,151.11,151.11,151.11,151.11
1995-12-28,149.19,149.19,149.19,149.19
1995-12-29,150.15,150.15,150.15,150.15
1996-01-02,151.86,151.86,151.86,151.86
1996-01-03,152.59,152.59,152.59,152.59
1996-01-04,152.39,152.39,152.39,152.39
1996-01-05,153.62,153.62,153.62,153.62
1996-01-08,153.13,153.13,153.13,153.13
1996-01-09,153,153,153,153
1996-01-10,152.26,152.26,152.26,152.26
1996-01-11,149.79,149.79,149.79,149.79
1996-01-12,147.95,147.95,147.95,147.95
1996-01-15,147.16,147.16,147.16,147.16
1996-01-16,145.59,145.59,145.59,145.59
1996-01-17,147,147,147,147
1996-01-18,148.02,148.02,148.02,148.02
1996-01-19,147.78,147.78,147.78,147.78
1996-01-22,147.42,147.42,147.42,147.42
1996-01-23,148,148,148,148
1996-01-24,148.66,148.66,148.66,148.66
1996-01-25,146.87,146.87,146.87,146.87
1996-01-26,148.06,148.06,148.06,148.06
1996-01-29,149.23,149.23,149.23,149.23
1996-01-30,150.19,150.19,150.19,150.19
1996-01-31,152.01,152.01,152.01,152.01
1996-02-01,151.88,151.88,151.88,151.88
1996-02-02,151.95,151.95,151.95,151.95
1996-02-05,149.84,149.84,149.84,149.84
1996-02-06,150.55,150.55,150.55,150.55
1996-02-07,150.74,150.74,150.74,150.74
1996-02-08,151.81,151.81,151.81,151.81
1996-02-09,152.36,152.36,152.36,152.36
1996-02-12,152.39,152.39,152.39,152.39
1996-02-13,155.03,155.03,155.03,155.03
1996-02-14,155.45,155.45,155.45,155.45
1996-02-15,155.39,155.39,155.39,155.39
1996-02-16,155.03,155.03,155.03,155.03
1996-02-20,156.53,156.53,156.53,156.53
1996-02-21,157.96,157.96,157.96,157.96
1996-02-22,158.72,158.72,158.72,158.72
1996-02-23,156.51,156.51,156.51,156.51
1996-02-26,157.78,157.78,157.78,157.78
1996-02-27,158.42,158.42,158.42,158.42
1996-02-28,157.45,157.45,157.45,157.45
1996-02-29,157.44,157.44,157.44,157.44
1996-03-01,156.29,156.29,156.29,156.29
1996-03-04,155.49,155.49,155.49,155.49
1996-03-05,155.89,155.89,155.89,155.89
1996-03-06,157.25,157.25,157.25,157.25
1996-03-07,157.24,157.24,157.24,157.24
1996-03-08,157.36,157.36,157.36,157.36
1996-03-11,158.55,158.55,158.55,158.55
1996-03-12,159.69,159.69,159.69,159.69
1996-03-13,160.32,160.32,160.32,160.32
1996-03-14,161.07,161.07,161.07,161.07
1996-03-15,161.81,161.81,161.81,161.81
1996-03-18,164.58,164.58,164.58,164.58
1996-03-19,164.59,164.59,164.59,164.59
1996-03-20,164.95,164.95,164.95,164.95
1996-03-21,165.79,165.79,165.79,165.79
1996-03-22,167.95,167.95,167.95,167.95
1996-03-25,168.83,168.83,168.83,168.83
1996-03-26,168.54,168.54,168.54,168.54
1996-03-27,168.13,168.13,168.13,168.13
1996-03-28,166.62,166.62,166.62,166.62
1996-03-29,166.91,166.91,166.91,166.91
1996-04-01,168.67,168.67,168.67,168.67
1996-04-02,169.7,169.7,169.7,169.7
1996-04-03,169.43,169.43,169.43,169.43
1996-04-04,171,171,171,171
1996-04-08,172.51,172.51,172.51,172.51
1996-04-09,172.6,172.6,172.6,172.6
1996-04-10,175.41,175.41,175.41,175.41
1996-04-11,177.61,177.61,177.61,177.61
1996-04-12,175.63,175.63,175.63,175.63
1996-04-15,175.96,175.96,175.96,175.96
1996-04-16,172.57,172.57,172.57,172.57
1996-04-17,172.36,172.36,172.36,172.36
1996-04-18,171.57,171.57,171.57,171.57
1996-04-19,172.05,172.05,172.05,172.05
1996-04-22,174.86,174.86,174.86,174.86
1996-04-23,176.96,176.96,176.96,176.96
1996-04-24,176.71,176.71,176.71,176.71
1996-04-25,176.62,176.62,176.62,176.62
1996-04-26,176.75,176.75,176.75,176.75
1996-04-29,176.52,176.52,176.52,176.52
1996-04-30,172.82,172.82,172.82,172.82
1996-05-01,173.31,173.31,173.31,173.31
1996-05-02,173.1,173.1,173.1,173.1
1996-05-03,173.99,173.99,173.99,173.99
1996-05-06,173.76,173.76,173.76,173.76
1996-05-07,175.09,175.09,175.09,175.09
1996-05-08,175.88,175.88,175.88,175.88
1996-05-09,175.41,175.41,175.41,175.41
1996-05-10,175.54,175.54,175.54,175.54
1996-05-13,176.89,176.89,176.89,176.89
1996-05-14,176.71,176.71,176.71,176.71
1996-05-15,176.34,176.34,176.34,176.34
1996-05-16,174.83,174.83,174.83,174.83
1996-05-17,173.81,173.81,173.81,173.81
1996-05-20,176.28,176.28,176.28,176.28
1996-05-21,175.03,175.03,175.03,175.03
1996-05-22,176.72,176.72,176.72,176.72
1996-05-23,176.28,176.28,176.28,176.28
1996-05-24,176.6,176.6,176.6,176.6
1996-05-28,175.29,175.29,175.29,175.29
1996-05-29,174.15,174.15,174.15,174.15
