Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
1998-09-11,141.94,141.94,141.94,141.94
1998-09-14,142.05,142.05,142.05,142.05
1998-09-15,143.55,143.55,143.55,143.55
1998-09-16,143.18,143.18,143.18,143.18
1998-09-17,142.97,142.97,142.97,142.97
1998-09-18,145.12,145.12,145.12,145.12
1998-09-21,144.91,144.91,144.91,144.91
1998-09-22,145.72,145.72,145.72,145.72
1998-09-23,145.31,145.31,145.31,145.31
1998-09-24,146.18,146.18,146.18,146.18
1998-09-25,145.49,145.49,145.49,145.49
1998-09-28,145.28,145.28,145.28,145.28
1998-09-29,146.2,146.2,146.2,146.2
1998-09-30,146.46,146.46,146.46,146.46
1998-10-01,143.91,143.91,143.91,143.91
1998-10-02,144.64,144.64,144.64,144.64
1998-10-05,143.78,143.78,143.78,143.78
1998-10-06,144.44,144.44,144.44,144.44
1998-10-07,144.57,144.57,144.57,144.57
1998-10-08,142.21,142.21,142.21,142.21
1998-10-09,143.19,143.19,143.19,143.19
1998-10-12,142.18,142.18,142.18,142.18
1998-10-13,142.16,142.16,142.16,142.16
1998-10-14,141.43,141.43,141.43,141.43
1998-10-15,141.58,141.58,141.58,141.58
1998-10-16,142.16,142.16,142.16,142.16
1998-10-19,139.39,139.39,139.39,139.39
1998-10-20,139.49,139.49,139.49,139.49
1998-10-21,140.78,140.78,140.78,140.78
1998-10-22,140.37,140.37,140.37,140.37
1998-10-23,140.52,140.52,140.52,140.52
1998-10-26,141.22,141.22,141.22,141.22
1998-10-27,139.77,139.77,139.77,139.77
1998-10-28,140.19,140.19,140.19,140.19
1998-10-29,140.04,140.04,140.04,140.04
1998-10-30,140.75,140.75,140.75,140.75
1998-11-02,141.18,141.18,141.18,141.18
1998-11-03,141.48,141.48,141.48,141.48
1998-11-04,141.37,141.37,141.37,141.37
1998-11-05,141.38,141.38,141.38,141.38
1998-11-06,141.14,141.14,141.14,141.14
1998-11-09,139.27,139.27,139.27,139.27
1998-11-10,140.05,140.05,140.05,140.05
1998-11-11,140.19,140.19,140.19,140.19
1998-11-12,141.33,141.33,141.33,141.33
1998-11-13,139.9,139.9,139.9,139.9
1998-11-16,136.74,136.74,136.74,136.74
1998-11-17,135.58,135.58,135.58,135.58
1998-11-18,135.33,135.33,135.33,135.33
1998-11-19,134.79,134.79,134.79,134.79
1998-11-20,134.9,134.9,134.9,134.9
1998-11-23,132.36,132.36,132.36,132.36
1998-11-24,131.29,131.29,131.29,131.29
1998-11-25,130.84,130.84,130.84,130.84
1998-11-27,131.11,131.11,131.11,131.11
1998-11-30,127.9,127.9,127.9,127.9
1998-12-01,127.55,127.55,127.55,127.55
1998-12-02,127.58,127.58,127.58,127.58
1998-12-03,127.09,127.09,127.09,127.09
1998-12-04,126.76,126.76,126.76,126.76
1998-12-07,127.59,127.59,127.59,127.59
1998-12-08,126.18,126.18,126.18,126.18
1998-12-09,125.42,125.42,125.42,125.42
1998-12-10,124.13,124.13,124.13,124.13
1998-12-11,123.77,123.77,123.77,123.77
1998-12-14,125.72,125.72,125.72,125.72
1998-12-15,126.39,126.39,126.39,126.39
1998-12-16,129.57,129.57,129.57,129.57
1998-12-17,124.41,124.41,124.41,124.41
1998-12-18,123.72,123.72,123.72,123.72
1998-12-21,121.88,121.88,121.88,121.88
1998-12-22,122.25,122.25,122.25,122.25
1998-12-23,122.66,122.66,122.66,122.66
1998-12-24,122.39,122.39,122.39,122.39
1998-12-28,123,123,123,123
1998-12-29,124.39,124.39,124.39,124.39
1998-12-30,124.28,124.28,124.28,124.28
1998-12-31,125.44,125.44,125.44,125.44
1999-01-04,126.92,126.92,126.92,126.92
1999-01-05,126.03,126.03,126.03,126.03
1999-01-06,128.96,128.96,128.96,128.96
1999-01-07,129.32,129.32,129.32,129.32
1999-01-08,129.72,129.72,129.72,129.72
1999-01-11,131,131,131,131
1999-01-12,129.06,129.06,129.06,129.06
1999-01-13,126.54,126.54,126.54,126.54
1999-01-14,125.78,125.78,125.78,125.78
1999-01-15,125.31,125.31,125.31,125.31
1999-01-19,123.79,123.79,123.79,123.79
1999-01-20,122.61,122.61,122.61,122.61
1999-01-21,124.52,124.52,124.52,124.52
1999-01-22,124.47,124.47,124.47,124.47
1999-01-25,122.88,122.88,122.88,122.88
1999-01-26,121.65,121.65,121.65,121.65
1999-01-27,122.38,122.38,122.38,122.38
1999-01-28,123.51,123.51,123.51,123.51
1999-01-29,124.26,124.26,124.26,124.26
1999-02-01,122.89,122.89,122.89,122.89
1999-02-02,123.44,123.44,123.44,123.44
1999-02-03,123.29,123.29,123.29,123.29
1999-02-04,122.65,122.65,122.65,122.65
1999-02-05,122.22,122.22,122.22,122.22
1999-02-08,122.18,122.18,122.18,122.18
1999-02-09,121.36,121.36,121.36,121.36
1999-02-10,121.19,121.19,121.19,121.19
1999-02-11,120.9,120.9,120.9,120.9
1999-02-12,120.65,120.65,120.65,120.65
1999-02-16,117.98,117.98,117.98,117.98
1999-02-17,118.4,118.4,118.4,118.4
1999-02-18,119.98,119.98,119.98,119.98
1999-02-19,119.29,119.29,119.29,119.29
1999-02-22,119,119,119,119
1999-02-23,120.71,120.71,120.71,120.71
1999-02-24,120.59,120.59,120.59,120.59
1999-02-25,121.03,121.03,121.03,121.03
1999-02-26,118.82,118.82,118.82,118.82
1999-03-01,118.82,118.82,118.82,118.82
1999-03-02,119.84,119.84,119.84,119.84
1999-03-03,120.99,120.99,120.99,120.99
1999-03-04,122.58,122.58,122.58,122.58
1999-03-05,123.23,123.23,123.23,123.23
1999-03-08,124.51,124.51,124.51,124.51
1999-03-09,125.43,125.43,125.43,125.43
1999-03-10,128.28,128.28,128.28,128.28
1999-03-11,126.75,126.75,126.75,126.75
1999-03-12,126.62,126.62,126.62,126.62
1999-03-15,125.63,125.63,125.63,125.63
1999-03-16,126.14,126.14,126.14,126.14
1999-03-17,128.52,128.52,128.52,128.52
1999-03-18,127.86,127.86,127.86,127.86
1999-03-19,128.7,128.7,128.7,128.7
1999-03-22,131.12,131.12,131.12,131.12
1999-03-23,130.28,130.28,130.28,130.28
1999-03-24,129.23,129.23,129.23,129.23
1999-03-25,131.22,131.22,131.22,131.22
1999-03-26,133.08,133.08,133.08,133.08
1999-03-29,133.51,133.51,133.51,133.51
1999-03-30,134.71,134.71,134.71,134.71
1999-03-31,134.41,134.41,134.41,134.41
1999-04-01,133.61,133.61,133.61,133.61
1999-04-05,134.24,134.24,134.24,134.24
1999-04-06,133.84,133.84,133.84,133.84
1999-04-07,131.3,131.3,131.3,131.3
1999-04-08,130.28,130.28,130.28,130.28
1999-04-09,132.75,132.75,132.75,132.75
1999-04-12,132.02,132.02,132.02,132.02
1999-04-13,133.37,133.37,133.37,133.37
1999-04-14,132.29,132.29,132.29,132.29
1999-04-15,133.34,133.34,133.34,133.34
1999-04-16,134.44,134.44,134.44,134.44
1999-04-19,135.84,135.84,135.84,135.84
1999-04-20,135.04,135.04,135.04,135.04
1999-04-21,135.76,135.76,135.76,135.76
1999-04-22,135.6,135.6,135.6,135.6
1999-04-23,135.23,135.23,135.23,135.23
1999-04-26,134.25,134.25,134.25,134.25
1999-04-27,134.65,134.65,134.65,134.65
1999-04-28,136.44,136.44,136.44,136.44
1999-04-29,137.89,137.89,137.89,137.89
1999-04-30,137.88,137.88,137.88,137.88
1999-05-03,138.72,138.72,138.72,138.72
1999-05-04,139.04,139.04,139.04,139.04
1999-05-05,139.34,139.34,139.34,139.34
1999-05-06,137.74,137.74,137.74,137.74
1999-05-07,136.6,136.6,136.6,136.6
1999-05-10,137.55,137.55,137.55,137.55
1999-05-11,136.78,136.78,136.78,136.78
1999-05-12,135.18,135.18,135.18,135.18
1999-05-13,136.22,136.22,136.22,136.22
1999-05-14,136.27,136.27,136.27,136.27
1999-05-17,135.81,135.81,135.81,135.81
1999-05-18,133.9,133.9,133.9,133.9
1999-05-19,133.62,133.62,133.62,133.62
1999-05-20,133.5,133.5,133.5,133.5
1999-05-21,133.85,133.85,133.85,133.85
1999-05-24,131.87,131.87,131.87,131.87
1999-05-25,132.09,132.09,132.09,132.09
1999-05-26,132.69,132.69,132.69,132.69
1999-05-27,131.8,131.8,131.8,131.8
1999-05-28,131.49,131.49,131.49,131.49
1999-06-01,130.73,130.73,130.73,130.73
1999-06-02,132.37,132.37,132.37,132.37
1999-06-03,133.32,133.32,133.32,133.32
1999-06-04,135.02,135.02,135.02,135.02
1999-06-07,136.52,136.52,136.52,136.52
1999-06-08,136.13,136.13,136.13,136.13
1999-06-09,136.55,136.55,136.55,136.55
1999-06-10,135.78,135.78,135.78,135.78
1999-06-11,137.67,137.67,137.67,137.67
1999-06-14,137.44,137.44,137.44,137.44
1999-06-15,137.43,137.43,137.43,137.43
1999-06-16,135.68,135.68,135.68,135.68
1999-06-17,136.31,136.31,136.31,136.31
1999-06-18,137.31,137.31,137.31,137.31
1999-06-21,136.38,136.38,136.38,136.38
1999-06-22,136.27,136.27,136.27,136.27
1999-06-23,137.48,137.48,137.48,137.48
1999-06-24,136.84,136.84,136.84,136.84
1999-06-25,137.08,137.08,137.08,137.08
1999-06-28,136.3,136.3,136.3,136.3
1999-06-29,137.13,137.13,137.13,137.13
1999-06-30,140.25,140.25,140.25,140.25
1999-07-01,139.6,139.6,139.6,139.6
1999-07-02,139.36,139.36,139.36,139.36
1999-07-06,137.24,137.24,137.24,137.24
1999-07-07,137.23,137.23,137.23,137.23
1999-07-08,137.59,137.59,137.59,137.59
1999-07-09,137.7,137.7,137.7,137.7
1999-07-12,137.33,137.33,137.33,137.33
1999-07-13,137.59,137.59,137.59,137.59
1999-07-14,137.65,137.65,137.65,137.65
1999-07-15,139.03,139.03,139.03,139.03
1999-07-16,138.92,138.92,138.92,138.92
1999-07-19,139.63,139.63,139.63,139.63
1999-07-20,138.3,138.3,138.3,138.3
1999-07-21,138.9,138.9,138.9,138.9
1999-07-22,141.07,141.07,141.07,141.07
1999-07-23,143.73,143.73,143.73,143.73
1999-07-26,142.74,142.74,142.74,142.74
1999-07-27,141.6,141.6,141.6,141.6
1999-07-28,141.64,141.64,141.64,141.64
1999-07-29,142.95,142.95,142.95,142.95
1999-07-30,141.84,141.84,141.84,141.84
1999-08-02,143.25,143.25,143.25,143.25
1999-08-03,143.64,143.64,143.64,143.64
1999-08-04,145.2,145.2,145.2,145.2
1999-08-05,145.56,145.56,145.56,145.56
1999-08-06,146.48,146.48,146.48,146.48
1999-08-09,147.66,147.66,147.66,147.66
1999-08-10,147.74,147.74,147.74,147.74
1999-08-11,148.17,148.17,148.17,148.17
1999-08-12,146.83,146.83,146.83,146.83
1999-08-13,147.82,147.82,147.82,147.82
1999-08-16,147.15,147.15,147.15,147.15
1999-08-17,148.21,148.21,148.21,148.21
1999-08-18,147.53,147.53,147.53,147.53
1999-08-19,148.46,148.46,148.46,148.46
1999-08-20,147.77,147.77,147.77,147.77
1999-08-23,147.72,147.72,147.72,147.72
1999-08-24,147.18,147.18,147.18,147.18
1999-08-25,145.28,145.28,145.28,145.28
1999-08-26,145.22,145.22,145.22,145.22
1999-08-27,145.93,145.93,145.93,145.93
1999-08-30,148.11,148.11,148.11,148.11
1999-08-31,149.17,149.17,149.17,149.17
1999-09-01,149.37,149.37,149.37,149.37
1999-09-02,147.63,147.63,147.63,147.63
1999-09-03,148.8,148.8,148.8,148.8
1999-09-07,151.81,151.81,151.81,151.81
1999-09-08,151.59,151.59,151.59,151.59
1999-09-09,153.15,153.15,153.15,153.15
1999-09-10,153.56,153.56,153.56,153.56
1999-09-13,154.22,154.22,154.22,154.22
1999-09-14,152.95,152.95,152.95,152.95
1999-09-15,152.48,152.48,152.48,152.48
1999-09-16,152.54,152.54,152.54,152.54
1999-09-17,153.12,153.12,153.12,153.12
1999-09-20,152.09,152.09,152.09,152.09
1999-09-21,152.03,152.03,152.03,152.03
1999-09-22,152.52,152.52,152.52,152.52
1999-09-23,154.77,154.77,154.77,154.77
1999-09-24,154.82,154.82,154.82,154.82
1999-09-27,155.34,155.34,155.34,155.34
1999-09-28,156.66,156.66,156.66,156.66
1999-09-29,156.93,156.93,156.93,156.93
1999-09-30,155.49,155.49,155.49,155.49
1999-10-01,155.35,155.35,155.35,155.35
1999-10-04,153.41,153.41,153.41,153.41
1999-10-05,152.58,152.58,152.58,152.58
1999-10-06,151.98,151.98,151.98,151.98
1999-10-07,150.35,150.35,150.35,150.35
1999-10-08,146.96,146.96,146.96,146.96
1999-10-11,148.36,148.36,148.36,148.36
1999-10-12,152.63,152.63,152.63,152.63
1999-10-13,156.47,156.47,156.47,156.47
1999-10-14,153.17,153.17,153.17,153.17
1999-10-15,154.31,154.31,154.31,154.31
1999-10-18,152.76,152.76,152.76,152.76
1999-10-19,152.7,152.7,152.7,152.7
1999-10-20,152.75,152.75,152.75,152.75
1999-10-21,152.25,152.25,152.25,152.25
1999-10-22,154.08,154.08,154.08,154.08
1999-10-25,154.18,154.18,154.18,154.18
1999-10-26,152.52,152.52,152.52,152.52
1999-10-27,152.21,152.21,152.21,152.21
1999-10-28,149.27,149.27,149.27,149.27
1999-10-29,149.73,149.73,149.73,149.73
1999-11-01,151.82,151.82,151.82,151.82
1999-11-02,150.74,150.74,150.74,150.74
1999-11-03,151.72,151.72,151.72,151.72
1999-11-04,152.63,152.63,152.63,152.63
1999-11-05,152.13,152.13,152.13,152.13
1999-11-08,152.23,152.23,152.23,152.23
1999-11-09,154.06,154.06,154.06,154.06
1999-11-10,154.75,154.75,154.75,154.75
1999-11-11,154.02,154.02,154.02,154.02
1999-11-12,155.54,155.54,155.54,155.54
1999-11-15,156.36,156.36,156.36,156.36
1999-11-16,156.51,156.51,156.51,156.51
1999-11-17,157.34,157.34,157.34,157.34
1999-11-18,154.55,154.55,154.55,154.55
1999-11-19,155.94,155.94,155.94,155.94
1999-11-22,157.68,157.68,157.68,157.68
1999-11-23,156.66,156.66,156.66,156.66
1999-11-24,157.17,157.17,157.17,157.17
1999-11-26,157.29,157.29,157.29,157.29
1999-11-29,156.34,156.34,156.34,156.34
1999-11-30,153.94,153.94,153.94,153.94
1999-12-01,154.2,154.2,154.2,154.2
1999-12-02,155.97,155.97,155.97,155.97
1999-12-03,156.17,156.17,156.17,156.17
1999-12-06,157.23,157.23,157.23,157.23
1999-12-07,156.8,156.8,156.8,156.8
1999-12-08,156.99,156.99,156.99,156.99
1999-12-09,155.4,155.4,155.4,155.4
1999-12-10,154.27,154.27,154.27,154.27
1999-12-13,154.26,154.26,154.26,154.26
1999-12-14,155.5,155.5,155.5,155.5
1999-12-15,156.85,156.85,156.85,156.85
1999-12-16,158.95,158.95,158.95,158.95
1999-12-17,159.4,159.4,159.4,159.4
1999-12-20,159.52,159.52,159.52,159.52
1999-12-21,157.92,157.92,157.92,157.92
1999-12-22,156.49,156.49,156.49,156.49
1999-12-23,157.6,157.6,157.6,157.6
1999-12-27,158.04,158.04,158.04,158.04
1999-12-28,158.99,158.99,158.99,158.99
1999-12-29,159.08,159.08,159.08,159.08
1999-12-30,157.69,157.69,157.69,157.69
1999-12-31,157.69,157.69,157.69,157.69
2000-01-03,156.83,156.83,156.83,156.83
2000-01-04,155.49,155.49,155.49,155.49
2000-01-05,154.91,154.91,154.91,154.91
2000-01-06,154.99,154.99,154.99,154.99
2000-01-07,154.75,154.75,154.75,154.75
2000-01-10,155.28,155.28,155.28,155.28
2000-01-11,157.27,157.27,157.27,157.27
2000-01-12,159.06,159.06,159.06,159.06
2000-01-13,160.24,160.24,160.24,160.24
2000-01-14,162.86,162.86,162.86,162.86
2000-01-18,165.01,165.01,165.01,165.01
2000-01-19,166.6,166.6,166.6,166.6
2000-01-20,167.31,167.31,167.31,167.31
2000-01-21,166.94,166.94,166.94,166.94
2000-01-24,165.77,165.77,165.77,165.77
2000-01-25,167.24,167.24,167.24,167.24
2000-01-26,166.02,166.02,166.02,166.02
2000-01-27,165.31,165.31,165.31,165.31
2000-01-28,164.67,164.67,164.67,164.67
2000-01-31,165.45,165.45,165.45,165.45
2000-02-01,166.85,166.85,166.85,166.85
2000-02-02,165.48,165.48,165.48,165.48
2000-02-03,166.37,166.37,166.37,166.37
2000-02-04,169.19,169.19,169.19,169.19
2000-02-07,167.59,167.59,167.59,167.59
2000-02-08,165.43,165.43,165.43,165.43
2000-02-09,167.54,167.54,167.54,167.54
2000-02-10,170.27,170.27,170.27,170.27
2000-02-11,169.73,169.73,169.73,169.73
2000-02-14,170.2,170.2,170.2,170.2
2000-02-15,169.58,169.58,169.58,169.58
2000-02-16,169.61,169.61,169.61,169.61
2000-02-17,168.94,168.94,168.94,168.94
2000-02-18,168.72,168.72,168.72,168.72
2000-02-22,168.86,168.86,168.86,168.86
2000-02-23,169.3,169.3,169.3,169.3
2000-02-24,170.32,170.32,170.32,170.32
2000-02-25,169.64,169.64,169.64,169.64
2000-02-28,169.23,169.23,169.23,169.23
2000-02-29,170.2,170.2,170.2,170.2
2000-03-01,174.25,174.25,174.25,174.25
2000-03-02,174.28,174.28,174.28,174.28
2000-03-03,174.85,174.85,174.85,174.85
2000-03-06,176.4,176.4,176.4,176.4
2000-03-07,179.94,179.94,179.94,179.94
2000-03-08,173.72,173.72,173.72,173.72
2000-03-09,175.44,175.44,175.44,175.44
2000-03-10,174.73,174.73,174.73,174.73
2000-03-13,176.2,176.2,176.2,176.2
2000-03-14,175.67,175.67,175.67,175.67
2000-03-15,174.49,174.49,174.49,174.49
2000-03-16,175.59,175.59,175.59,175.59
2000-03-17,174.94,174.94,174.94,174.94
2000-03-20,170.07,170.07,170.07,170.07
2000-03-21,171.25,171.25,171.25,171.25
2000-03-22,171.01,171.01,171.01,171.01
2000-03-23,170.61,170.61,170.61,170.61
2000-03-24,171.54,171.54,171.54,171.54
2000-03-27,171.08,171.08,171.08,171.08
2000-03-28,170.05,170.05,170.05,170.05
2000-03-29,167.91,167.91,167.91,167.91
2000-03-30,168.76,168.76,168.76,168.76
2000-03-31,170.48,170.48,170.48,170.48
2000-04-03,168.86,168.86,168.86,168.86
2000-04-04,166.01,166.01,166.01,166.01
2000-04-05,167.19,167.19,167.19,167.19
2000-04-06,165.96,165.96,165.96,165.96
2000-04-07,164.95,164.95,164.95,164.95
2000-04-10,162.47,162.47,162.47,162.47
2000-04-11,162.63,162.63,162.63,162.63
2000-04-12,166.21,166.21,166.21,166.21
2000-04-13,166.85,166.85,166.85,166.85
2000-04-14,165.34,165.34,165.34,165.34
2000-04-17,166.62,166.62,166.62,166.62
2000-04-18,167.54,167.54,167.54,167.54
2000-04-19,169.91,169.91,169.91,169.91
2000-04-20,169.84,169.84,169.84,169.84
2000-04-24,169.78,169.78,169.78,169.78
2000-04-25,168.78,168.78,168.78,168.78
2000-04-26,166.88,166.88,166.88,166.88
2000-04-27,167.63,167.63,167.63,167.63
2000-04-28,168.26,168.26,168.26,168.26
2000-05-01,170.81,170.81,170.81,170.81
2000-05-02,173.74,173.74,173.74,173.74
2000-05-03,172.62,172.62,172.62,172.62
2000-05-04,173.53,173.53,173.53,173.53
2000-05-05,174.16,174.16,174.16,174.16
2000-05-08,175.57,175.57,175.57,175.57
2000-05-09,177.22,177.22,177.22,177.22
2000-05-10,177.73,177.73,177.73,177.73
2000-05-11,179.93,179.93,179.93,179.93
2000-05-12,180.8,180.8,180.8,180.8
2000-05-15,181.19,181.19,181.19,181.19
2000-05-16,182.08,182.08,182.08,182.08
2000-05-17,181.86,181.86,181.86,181.86
2000-05-18,183.77,183.77,183.77,183.77
2000-05-19,184,184,184,184
2000-05-22,182.43,182.43,182.43,182.43
2000-05-23,182.56,182.56,182.56,182.56
2000-05-24,185.51,185.51,185.51,185.51
2000-05-25,186.25,186.25,186.25,186.25
2000-05-26,185.65,185.65,185.65,185.65
2000-05-30,184.89,184.89,184.89,184.89
2000-05-31,182.05,182.05,182.05,182.05
2000-06-01,183.92,183.92,183.92,183.92
2000-06-02,184.86,184.86,184.86,184.86
2000-06-05,184.5,184.5,184.5,184.5
2000-06-06,184.25,184.25,184.25,184.25
2000-06-07,183.13,183.13,183.13,183.13
2000-06-08,183.94,183.94,183.94,183.94
2000-06-09,184.86,184.86,184.86,184.86
2000-06-12,185.97,185.97,185.97,185.97
2000-06-13,187.58,187.58,187.58,187.58
2000-06-14,187.64,187.64,187.64,187.64
2000-06-15,187.76,187.76,187.76,187.76
2000-06-16,185.68,185.68,185.68,185.68
2000-06-19,183.68,183.68,183.68,183.68
2000-06-20,185.33,185.33,185.33,185.33
2000-06-21,187.36,187.36,187.36,187.36
2000-06-22,189.92,189.92,189.92,189.92
2000-06-23,188.22,188.22,188.22,188.22
2000-06-26,186.95,186.95,186.95,186.95
2000-06-27,188.49,188.49,188.49,188.49
2000-06-28,187.76,187.76,187.76,187.76
2000-06-29,189.71,189.71,189.71,189.71
2000-06-30,187.76,187.76,187.76,187.76
2000-07-03,187.3,187.3,187.3,187.3
2000-07-05,183.23,183.23,183.23,183.23
2000-07-06,180.73,180.73,180.73,180.73
2000-07-07,181.83,181.83,181.83,181.83
2000-07-10,181.47,181.47,181.47,181.47
2000-07-11,182.88,182.88,182.88,182.88
2000-07-12,183.53,183.53,183.53,183.53
2000-07-13,186.42,186.42,186.42,186.42
2000-07-14,184.7,184.7,184.7,184.7
2000-07-17,185.12,185.12,185.12,185.12
2000-07-18,189.46,189.46,189.46,189.46
2000-07-19,187.55,187.55,187.55,187.55
2000-07-20,186.04,186.04,186.04,186.04
2000-07-21,183.82,183.82,183.82,183.82
2000-07-24,180.47,180.47,180.47,180.47
2000-07-25,179.91,179.91,179.91,179.91
2000-07-26,179.94,179.94,179.94,179.94
2000-07-27,180.65,180.65,180.65,180.65
2000-07-28,181.06,181.06,181.06,181.06
2000-07-31,179.01,179.01,179.01,179.01
2000-08-01,179.91,179.91,179.91,179.91
2000-08-02,181.77,181.77,181.77,181.77
2000-08-03,182.13,182.13,182.13,182.13
2000-08-04,183.77,183.77,183.77,183.77
2000-08-07,181.97,181.97,181.97,181.97
2000-08-08,182.84,182.84,182.84,182.84
2000-08-09,184.42,184.42,184.42,184.42
2000-08-10,186.29,186.29,186.29,186.29
2000-08-11,186.51,186.51,186.51,186.51
2000-08-14,187.33,187.33,187.33,187.33
2000-08-15,186.64,186.64,186.64,186.64
2000-08-16,187.37,187.37,187.37,187.37
2000-08-17,188.09,188.09,188.09,188.09
2000-08-18,188.71,188.71,188.71,188.71
2000-08-21,190.58,190.58,190.58,190.58
2000-08-22,188.32,188.32,188.32,188.32
2000-08-23,189.78,189.78,189.78,189.78
2000-08-24,189.48,189.48,189.48,189.48
2000-08-25,190.89,190.89,190.89,190.89
2000-08-28,193.16,193.16,193.16,193.16
2000-08-29,193.48,193.48,193.48,193.48
2000-08-30,195.25,195.25,195.25,195.25
2000-08-31,195.2,195.2,195.2,195.2
2000-09-01,195.98,195.98,195.98,195.98
2000-09-05,197.57,197.57,197.57,197.57
2000-09-06,199.4,199.4,199.4,199.4
2000-09-07,200.75,200.75,200.75,200.75
2000-09-08,197.74,197.74,197.74,197.74
2000-09-11,201.01,201.01,201.01,201.01
2000-09-12,199.8,199.8,199.8,199.8
2000-09-13,198.41,198.41,198.41,198.41
2000-09-14,198.34,198.34,198.34,198.34
2000-09-15,199.92,199.92,199.92,199.92
2000-09-18,201.37,201.37,201.37,201.37
2000-09-19,200.32,200.32,200.32,200.32
2000-09-20,199.33,199.33,199.33,199.33
2000-09-21,197.95,197.95,197.95,197.95
2000-09-22,195.77,195.77,195.77,195.77
2000-09-25,194.36,194.36,194.36,194.36
2000-09-26,194.45,194.45,194.45,194.45
2000-09-27,194.35,194.35,194.35,194.35
2000-09-28,191.43,191.43,191.43,191.43
2000-09-29,192.63,192.63,192.63,192.63
2000-10-02,194.89,194.89,194.89,194.89
2000-10-03,195.18,195.18,195.18,195.18
2000-10-04,194.13,194.13,194.13,194.13
2000-10-05,192.56,192.56,192.56,192.56
2000-10-06,192.66,192.66,192.66,192.66
2000-10-09,194.8,194.8,194.8,194.8
2000-10-10,198.48,198.48,198.48,198.48
2000-10-11,199.8,199.8,199.8,199.8
2000-10-12,204.64,204.64,204.64,204.64
2000-10-13,200.74,200.74,200.74,200.74
2000-10-16,197.4,197.4,197.4,197.4
2000-10-17,197.51,197.51,197.51,197.51
2000-10-18,196.76,196.76,196.76,196.76
2000-10-19,194.69,194.69,194.69,194.69
2000-10-20,195.85,195.85,195.85,195.85
2000-10-23,196.7,196.7,196.7,196.7
2000-10-24,196.08,196.08,196.08,196.08
2000-10-25,193.26,193.26,193.26,193.26
2000-10-26,192.58,192.58,192.58,192.58
2000-10-27,190.16,190.16,190.16,190.16
2000-10-30,190.12,190.12,190.12,190.12
2000-10-31,190.53,190.53,190.53,190.53
2000-11-01,191.36,191.36,191.36,191.36
2000-11-02,190.85,190.85,190.85,190.85
2000-11-03,191.87,191.87,191.87,191.87
2000-11-06,192.17,192.17,192.17,192.17
2000-11-07,194.18,194.18,194.18,194.18
2000-11-08,194.57,194.57,194.57,194.57
2000-11-09,195.37,195.37,195.37,195.37
2000-11-10,195.32,195.32,195.32,195.32
2000-11-13,195.53,195.53,195.53,195.53
2000-11-14,197.06,197.06,197.06,197.06
2000-11-15,199.81,199.81,199.81,199.81
2000-11-16,198.1,198.1,198.1,198.1
2000-11-17,200.2,200.2,200.2,200.2
2000-11-20,201.44,201.44,201.44,201.44
2000-11-21,201.43,201.43,201.43,201.43
2000-11-22,202.38,202.38,202.38,202.38
2000-11-24,202.68,202.68,202.68,202.68
2000-11-27,202.92,202.92,202.92,202.92
2000-11-28,199.86,199.86,199.86,199.86
2000-11-29,200.37,200.37,200.37,200.37
2000-11-30,199.73,199.73,199.73,199.73
2000-12-01,196.54,196.54,196.54,196.54
2000-12-04,197.92,197.92,197.92,197.92
2000-12-05,194.43,194.43,194.43,194.43
2000-12-06,197.87,197.87,197.87,197.87
2000-12-07,197.33,197.33,197.33,197.33
2000-12-08,196.36,196.36,196.36,196.36
2000-12-11,199.78,199.78,199.78,199.78
2000-12-12,197.34,197.34,197.34,197.34
2000-12-13,194.07,194.07,194.07,194.07
2000-12-14,191.54,191.54,191.54,191.54
2000-12-15,194.48,194.48,194.48,194.48
2000-12-19,195.64,195.64,195.64,195.64
2000-12-20,191.75,191.75,191.75,191.75
2000-12-21,193.17,193.17,193.17,193.17
2000-12-22,192.7,192.7,192.7,192.7
2000-12-26,194.52,194.52,194.52,194.52
2000-12-27,194.5,194.5,194.5,194.5
2000-12-28,193.1,193.1,193.1,193.1
2000-12-29,195.93,195.93,195.93,195.93
2001-01-02,192.92,192.92,192.92,192.92
2001-01-03,193.53,193.53,193.53,193.53
2001-01-04,194.97,194.97,194.97,194.97
2001-01-05,195.54,195.54,195.54,195.54
2001-01-08,195.49,195.49,195.49,195.49
2001-01-09,195.82,195.82,195.82,195.82
2001-01-10,198.75,198.75,198.75,198.75
2001-01-11,198.19,198.19,198.19,198.19
2001-01-12,199.17,199.17,199.17,199.17
2001-01-16,198.53,198.53,198.53,198.53
2001-01-17,196.78,196.78,196.78,196.78
2001-01-18,199.04,199.04,199.04,199.04
2001-01-19,201.95,201.95,201.95,201.95
2001-01-22,202.4,202.4,202.4,202.4
2001-01-23,200.67,200.67,200.67,200.67
2001-01-24,199.28,199.28,199.28,199.28
2001-01-25,199.78,199.78,199.78,199.78
2001-01-26,200.97,200.97,200.97,200.97
2001-01-29,197.4,197.4,197.4,197.4
2001-01-30,197.55,197.55,197.55,197.55
2001-01-31,195.57,195.57,195.57,195.57
2001-02-01,199.82,199.82,199.82,199.82
2001-02-02,203.36,203.36,203.36,203.36
2001-02-05,200.56,200.56,200.56,200.56
2001-02-06,200.69,200.69,200.69,200.69
2001-02-07,203.06,203.06,203.06,203.06
2001-02-08,203,203,203,203
2001-02-09,201.56,201.56,201.56,201.56
